Delivery_ID,Order_ID,Warehouse,Shipment_Type,Promised_Days,Actual_Delivery_Days,Shipping_Cost_INR,Delivery_Status,Ship_Date
D000381,O000381,Delhi NCR,Express,5,3,187.08,On Time,13-01-25
D000382,O000382,Kolkata,Express,5,3,265.96,On Time,11-07-24
D000383,O000383,Mumbai,Express,7,4,171.71,On Time,06-08-24
D000384,O000384,Delhi NCR,Express,5,3,214.49,On Time,19-01-24
D000385,O000385,Delhi NCR,Standard,5,1,203.85,On Time,01-01-25
D000386,O000386,Mumbai,Standard,7,6,196.43,On Time,18-02-25
D000387,O000387,Delhi NCR,Standard,3,1,167.41,On Time,28-06-25
D000388,O000388,Bengaluru,Express,7,3,259.07,On Time,27-06-25
D000389,O000389,Delhi NCR,Standard,5,7,134.25,Late,06-09-25
D000390,O000390,Mumbai,Standard,5,4,45.09,On Time,23-02-24
D000391,O000391,Hyderabad,Standard,5,5,223.4,On Time,25-09-25
D000392,O000392,Mumbai,Standard,5,11,73.01,Late,29-11-25
D000393,O000393,Hyderabad,Standard,3,3,83.08,On Time,20-09-25
D000394,O000394,Hyderabad,Standard,3,5,82.2,Late,30-08-24
D000395,O000395,Mumbai,Standard,7,5,161.49,On Time,12-09-25
D000396,O000396,Mumbai,Standard,5,6,94.34,Late,17-04-24
D000397,O000397,Bengaluru,Express,3,5,274.48,Late,09-09-25
D000398,O000398,Kolkata,Standard,7,7,37.47,On Time,29-11-25
D000399,O000399,Mumbai,Express,5,5,231.16,On Time,30-07-24
D000400,O000400,Mumbai,Standard,5,5,150.68,On Time,24-02-24
D000401,O000401,Delhi NCR,Standard,5,6,224.59,Late,26-04-25
D000402,O000402,Bengaluru,Standard,5,4,160.17,On Time,24-11-24
D000403,O000403,Mumbai,Standard,5,5,237.21,On Time,24-09-24
D000404,O000404,Mumbai,Standard,5,8,181.73,Late,21-02-24
D000405,O000405,Delhi NCR,Express,5,6,216.63,Late,03-05-24
D000406,O000406,Delhi NCR,Standard,5,4,127.62,On Time,03-06-25
D000407,O000407,Bengaluru,Standard,3,6,260.63,Late,05-07-24
D000408,O000408,Bengaluru,Express,5,3,219.31,On Time,01-04-25
D000409,O000409,Mumbai,Standard,5,3,124.35,On Time,23-01-24
D000410,O000410,Bengaluru,Standard,5,5,246.21,On Time,14-12-24
D000411,O000411,Bengaluru,Standard,5,4,189.47,On Time,03-04-25
D000412,O000412,Mumbai,Standard,5,2,236.85,On Time,26-08-25
D000413,O000413,Hyderabad,Standard,3,3,189.63,On Time,29-04-25
D000414,O000414,Delhi NCR,Standard,3,3,65.69,On Time,25-09-25
D000415,O000415,Kolkata,Standard,7,5,108.44,On Time,28-03-24
D000416,O000416,Delhi NCR,Express,3,3,102.78,On Time,08-06-24
D000417,O000417,Mumbai,Standard,7,1,276.07,On Time,18-06-25
D000418,O000418,Mumbai,Standard,5,3,266.27,On Time,08-12-24
D000419,O000419,Delhi NCR,Standard,5,3,259.4,On Time,22-07-25
D000420,O000420,Kolkata,Standard,5,3,262.15,On Time,22-09-24
D000421,O000421,Bengaluru,Standard,5,1,70.1,On Time,01-07-25
D000422,O000422,Delhi NCR,Express,3,5,120.21,Late,31-01-24
D000423,O000423,Mumbai,Standard,5,6,163.37,Late,18-04-24
D000424,O000424,Bengaluru,Standard,3,4,175,Late,05-04-24
D000425,O000425,Hyderabad,Standard,3,7,89.76,Late,11-07-25
D000426,O000426,Bengaluru,Standard,5,6,278.31,Late,01-10-25
D000427,O000427,Mumbai,Standard,3,3,158.35,On Time,12-12-25
D000428,O000428,Mumbai,Express,5,4,44.04,On Time,20-05-24
D000429,O000429,Delhi NCR,Express,3,7,196.13,Late,19-09-25
D000430,O000430,Delhi NCR,Express,5,4,229.25,On Time,12-05-25
D000431,O000431,Mumbai,Standard,3,5,147.43,Late,15-05-24
D000432,O000432,Kolkata,Standard,3,11,247.28,Late,10-08-24
D000433,O000433,Bengaluru,Standard,3,5,275.04,Late,21-10-24
D000434,O000434,Kolkata,Standard,7,5,271.4,On Time,01-08-24
D000435,O000435,Kolkata,Standard,5,7,191.61,Late,19-02-24
D000436,O000436,Kolkata,Standard,5,7,195.59,Late,23-06-25
D000437,O000437,Mumbai,Standard,5,1,271.88,On Time,27-02-24
D000438,O000438,Kolkata,Express,3,7,248.36,Late,19-01-25
D000439,O000439,Kolkata,Standard,5,6,264.86,Late,26-10-24
D000440,O000440,Delhi NCR,Standard,7,4,166.7,On Time,27-02-25
D000441,O000441,Delhi NCR,Standard,3,4,40.96,Late,06-09-25
D000442,O000442,Hyderabad,Standard,7,7,197.6,On Time,16-03-25
D000443,O000443,Hyderabad,Standard,7,5,55.76,On Time,17-07-24
D000444,O000444,Delhi NCR,Standard,3,3,53.22,On Time,27-08-24
D000445,O000445,Delhi NCR,Standard,5,4,231.13,On Time,14-12-24
D000446,O000446,Hyderabad,Standard,5,2,228.51,On Time,10-04-25
D000447,O000447,Mumbai,Express,5,7,63.39,Late,14-02-24
D000448,O000448,Mumbai,Standard,5,5,145.05,On Time,30-12-25
D000449,O000449,Bengaluru,Standard,5,5,35.94,On Time,28-02-25
D000450,O000450,Bengaluru,Standard,5,5,148.73,On Time,09-03-24
D000451,O000451,Kolkata,Standard,5,3,206.8,On Time,29-05-24
D000452,O000452,Bengaluru,Standard,5,7,234.99,Late,27-11-24
D000453,O000453,Delhi NCR,Standard,5,8,137.41,Late,01-11-24
D000454,O000454,Delhi NCR,Standard,5,7,244.54,Late,08-11-24
D000455,O000455,Mumbai,Express,7,1,93.48,On Time,17-04-24
D000456,O000456,Bengaluru,Standard,7,7,233.96,On Time,28-12-24
D000457,O000457,Bengaluru,Standard,5,2,130.61,On Time,24-12-24
D000458,O000458,Hyderabad,Standard,3,4,69.71,Late,14-02-24
D000459,O000459,Hyderabad,Standard,3,6,148.13,Late,25-03-25
D000460,O000460,Mumbai,Standard,7,6,215.62,On Time,02-03-24
D000461,O000461,Unknown,Standard,7,3,40.91,On Time,08-09-24
D000462,O000462,Hyderabad,Standard,5,3,98.78,On Time,30-07-25
D000463,O000463,Mumbai,Standard,5,1,36.17,On Time,19-08-24
D000464,O000464,Delhi NCR,Standard,5,1,179.94,On Time,09-08-25
D000465,O000465,Delhi NCR,Standard,5,6,144.12,Late,07-07-25
D000466,O000466,Delhi NCR,Standard,5,2,65.06,On Time,22-09-24
D000467,O000467,Delhi NCR,Standard,7,2,214.78,On Time,12-08-25
D000468,O000468,Bengaluru,Express,5,6,258.74,Late,11-12-24
D000469,O000469,Delhi NCR,Standard,5,7,163.16,Late,12-11-24
D000470,O000470,Mumbai,Standard,5,5,198.41,On Time,09-07-24
D000471,O000471,Bengaluru,Standard,5,7,197.77,Late,20-07-25
D000472,O000472,Delhi NCR,Standard,5,2,165.26,On Time,09-01-25
D000473,O000473,Delhi NCR,Express,5,5,140.99,On Time,26-07-25
D000474,O000474,Mumbai,Standard,3,4,198.98,Late,05-10-24
D000475,O000475,Mumbai,Standard,5,6,264.18,Late,06-06-25
D000476,O000476,Bengaluru,Standard,7,5,165.04,On Time,09-04-25
D000477,O000477,Delhi NCR,Standard,7,5,249.47,On Time,26-04-25
D000478,O000478,Kolkata,Standard,5,9,134.21,Late,26-12-25
D000479,O000479,Bengaluru,Express,7,5,106.03,On Time,19-07-24
D000480,O000480,Mumbai,Standard,5,3,178.15,On Time,14-02-24
D000481,O000481,Delhi NCR,Standard,5,7,86.96,Late,15-01-24
D000482,O000482,Kolkata,Standard,5,10,107.18,Late,09-12-25
D000483,O000483,Bengaluru,Standard,7,5,116.39,On Time,18-06-24
D000484,O000484,Mumbai,Express,5,5,153.91,On Time,22-06-25
D000485,O000485,Hyderabad,Express,5,2,187.04,On Time,17-04-25
D000486,O000486,Mumbai,Standard,7,5,272.29,On Time,30-11-24
D000487,O000487,Delhi NCR,Standard,5,4,247.59,On Time,05-11-25
D000488,O000488,Mumbai,Standard,7,5,194.06,On Time,13-12-24
D000489,O000489,Delhi NCR,Standard,3,6,71.74,Late,29-02-24
D000490,O000490,Bengaluru,Express,5,1,149.44,On Time,09-12-24
D000491,O000491,Mumbai,Express,5,1,95.41,On Time,10-11-25
D000492,O000492,Delhi NCR,Express,5,3,36.6,On Time,11-09-24
D000493,O000493,Delhi NCR,Standard,5,5,231.32,On Time,04-03-24
D000494,O000494,Kolkata,Standard,5,6,129.43,Late,22-02-25
D000495,O000495,Delhi NCR,Standard,5,2,109.73,On Time,02-05-25
D000496,O000496,Mumbai,Standard,5,7,220.31,Late,14-03-25
D000497,O000497,Kolkata,Express,7,6,217.62,On Time,27-10-25
D000498,O000498,Mumbai,Standard,5,2,270.59,On Time,09-04-25
D000499,O000499,Hyderabad,Standard,5,4,100.77,On Time,15-04-25
D000500,O000500,Delhi NCR,Standard,5,1,72.95,On Time,26-10-24
D000501,O000501,Bengaluru,Express,5,5,180.28,On Time,25-04-25
D000502,O000502,Hyderabad,Standard,5,3,108.58,On Time,29-01-24
D000503,O000503,Bengaluru,Express,5,7,251.29,Late,10-10-25
D000504,O000504,Kolkata,Standard,5,2,272.06,On Time,07-08-25
D000505,O000505,Kolkata,Standard,3,5,238.96,Late,09-06-25
D000506,O000506,Hyderabad,Standard,5,3,272.23,On Time,06-06-25
D000507,O000507,Hyderabad,Standard,5,8,59.23,Late,21-10-24
D000508,O000508,Hyderabad,Standard,5,3,231.52,On Time,15-12-24
D000509,O000509,Hyderabad,Standard,5,6,103.07,Late,07-12-24
D000510,O000510,Bengaluru,Express,7,3,207.49,On Time,08-06-24
D000511,O000511,Delhi NCR,Standard,5,3,251.9,On Time,15-09-25
D000512,O000512,Mumbai,Standard,3,9,221.22,Late,05-12-24
D000513,O000513,Kolkata,Standard,5,8,111.57,Late,18-08-24
D000514,O000514,Delhi NCR,Standard,5,5,207.48,On Time,02-12-25
D000515,O000515,Delhi NCR,Standard,5,3,189.94,On Time,27-06-24
D000516,O000516,Mumbai,Standard,7,9,227.36,Late,14-01-24
D000517,O000517,Kolkata,Standard,5,11,70.42,Late,27-04-25
D000518,O000518,Mumbai,Express,3,2,234.05,On Time,11-04-25
D000519,O000519,Kolkata,Standard,3,7,234.98,Late,12-12-25
D000520,O000520,Delhi NCR,Standard,5,7,49.76,Late,17-03-24
D000521,O000521,Bengaluru,Standard,5,9,183.32,Late,19-10-24
D000522,O000522,Delhi NCR,Standard,5,4,174.91,On Time,29-06-25
D000523,O000523,Mumbai,Express,5,4,56.79,On Time,17-03-25
D000524,O000524,Kolkata,Standard,5,6,227.38,Late,02-07-25
D000525,O000525,Mumbai,Standard,5,1,264.06,On Time,03-01-25
D000526,O000526,Kolkata,Standard,5,1,86.1,On Time,20-08-24
D000527,O000527,Bengaluru,Standard,7,2,46.53,On Time,26-01-25
D000528,O000528,Mumbai,Express,5,5,77.11,On Time,25-04-25
D000529,O000529,Mumbai,Express,7,7,279.13,On Time,30-09-24
D000530,O000530,Kolkata,Standard,5,4,270.32,On Time,12-07-24
D000531,O000531,Delhi NCR,Standard,5,9,137.97,Late,07-06-25
D000532,O000532,Delhi NCR,Standard,5,9,56.23,Late,23-09-25
D000533,O000533,Delhi NCR,Express,5,6,146.72,Late,02-01-25
D000534,O000534,Hyderabad,Standard,5,7,240.3,Late,15-03-24
D000535,O000535,Bengaluru,Express,5,1,216.31,On Time,21-08-24
D000536,O000536,Delhi NCR,Standard,3,4,228.43,Late,24-07-25
D000537,O000537,Delhi NCR,Standard,5,5,118.82,On Time,23-11-24
D000538,O000538,Hyderabad,Standard,5,5,42.81,On Time,13-08-25
D000539,O000539,Mumbai,Standard,5,4,89.51,On Time,06-02-25
D000540,O000540,Hyderabad,Standard,7,6,173.93,On Time,07-03-25
D000541,O000541,Hyderabad,Standard,7,6,263.19,On Time,26-12-24
D000542,O000542,Hyderabad,Standard,5,3,99.34,On Time,24-03-24
D000543,O000543,Bengaluru,Express,3,4,47.63,Late,03-07-24
D000544,O000544,Hyderabad,Standard,5,2,217.42,On Time,07-10-25
D000545,O000545,Mumbai,Standard,5,7,257.75,Late,31-05-25
D000546,O000546,Mumbai,Standard,3,2,250.49,On Time,30-08-25
D000547,O000547,Mumbai,Standard,5,3,36.47,On Time,14-07-25
D000548,O000548,Bengaluru,Express,3,3,44.04,On Time,24-01-24
D000549,O000549,Bengaluru,Standard,5,5,248.4,On Time,15-07-25
D000550,O000550,Bengaluru,Standard,7,2,225.84,On Time,29-04-24
D000551,O000551,Bengaluru,Standard,3,4,195.14,Late,03-11-25
D000552,O000552,Bengaluru,Express,5,6,270.68,Late,08-02-25
D000553,O000553,Bengaluru,Standard,5,4,39.88,On Time,29-11-24
D000554,O000554,Mumbai,Standard,7,5,183.37,On Time,31-05-25
D000555,O000555,Delhi NCR,Standard,7,6,147.46,On Time,08-09-25
D000556,O000556,Delhi NCR,Standard,5,8,275.63,Late,26-10-25
D000557,O000557,Mumbai,Standard,5,4,228.83,On Time,15-06-25
D000558,O000558,Hyderabad,Standard,7,5,218.35,On Time,26-08-24
D000559,O000559,Delhi NCR,Express,5,7,142.41,Late,07-10-24
D000560,O000560,Bengaluru,Standard,5,1,210.96,On Time,14-03-25
D000561,O000561,Bengaluru,Standard,3,8,143.06,Late,25-08-24
D000562,O000562,Kolkata,Express,3,1,38.07,On Time,16-04-25
D000563,O000563,Kolkata,Express,5,4,216.1,On Time,20-02-25
D000564,O000564,Hyderabad,Standard,5,7,119.56,Late,02-12-24
D000565,O000565,Delhi NCR,Express,3,4,56.19,Late,08-02-25
D000566,O000566,Kolkata,Standard,5,10,216.6,Late,12-10-25
D000567,O000567,Hyderabad,Standard,3,5,37.89,Late,18-02-24
D000568,O000568,Kolkata,Standard,7,9,164.36,Late,25-05-24
D000569,O000569,Kolkata,Standard,5,2,209.1,On Time,21-12-25
D000570,O000570,Unknown,Express,5,1,245.4,On Time,14-05-25
D000571,O000571,Mumbai,Standard,5,4,66.85,On Time,04-03-25
D000572,O000572,Delhi NCR,Standard,3,6,224.44,Late,06-03-25
D000573,O000573,Hyderabad,Express,5,2,57.68,On Time,31-08-25
D000574,O000574,Delhi NCR,Standard,5,3,159.68,On Time,17-03-25
D000575,O000575,Kolkata,Standard,7,7,112.1,On Time,26-05-24
D000576,O000576,Delhi NCR,Standard,7,7,106.76,On Time,14-01-25
D000577,O000577,Kolkata,Standard,3,6,238.79,Late,01-10-25
D000578,O000578,Mumbai,Standard,5,2,180.43,On Time,06-10-25
D000579,O000579,Mumbai,Standard,5,4,55.39,On Time,01-07-25
D000580,O000580,Delhi NCR,Express,5,3,109.92,On Time,08-10-24
D000581,O000581,Hyderabad,Standard,5,6,199.94,Late,03-09-24
D000582,O000582,Delhi NCR,Standard,5,4,96.24,On Time,12-05-25
D000583,O000583,Bengaluru,Express,3,3,121.23,On Time,30-10-25
D000584,O000584,Delhi NCR,Standard,5,7,133.08,Late,05-12-24
D000585,O000585,Hyderabad,Standard,3,4,122,Late,19-12-24
D000586,O000586,Delhi NCR,Express,5,3,197.21,On Time,02-07-24
D000587,O000587,Bengaluru,Standard,7,4,223.05,On Time,31-01-24
D000588,O000588,Hyderabad,Standard,5,1,76.66,On Time,22-03-25
D000589,O000589,Kolkata,Standard,5,2,204.92,On Time,30-10-25
D000590,O000590,Mumbai,Express,7,4,238.62,On Time,21-06-25
D000591,O000591,Hyderabad,Standard,5,4,114.55,On Time,18-04-25
D000592,O000592,Mumbai,Standard,5,5,276.35,On Time,10-09-24
D000593,O000593,Hyderabad,Standard,7,5,107.48,On Time,27-02-25
D000594,O000594,Delhi NCR,Standard,3,5,268.38,Late,01-07-24
D000595,O000595,Kolkata,Standard,5,8,259.18,Late,20-08-24
D000596,O000596,Mumbai,Standard,7,2,165.74,On Time,25-12-24
D000597,O000597,Bengaluru,Standard,5,2,41.8,On Time,23-03-24
D000598,O000598,Hyderabad,Standard,5,8,174.48,Late,29-06-25
D000599,O000599,Hyderabad,Standard,5,3,39.6,On Time,13-08-24
D000600,O000600,Bengaluru,Standard,5,2,76.46,On Time,22-12-25
D000601,O000601,Delhi NCR,Express,5,5,55.34,On Time,08-10-25
D000602,O000602,Kolkata,Standard,5,9,140.96,Late,02-06-24
D000603,O000603,Mumbai,Express,3,6,71.31,Late,10-06-25
D000604,O000604,Kolkata,Standard,5,7,140.56,Late,23-02-25
D000605,O000605,Hyderabad,Express,5,4,149.15,On Time,05-02-24
D000606,O000606,Mumbai,Express,3,1,115.93,On Time,21-09-24
D000607,O000607,Delhi NCR,Express,7,3,62.84,On Time,23-08-25
D000608,O000608,Hyderabad,Standard,7,3,156.64,On Time,22-08-25
D000609,O000609,Bengaluru,Standard,5,7,51.32,Late,18-06-25
D000610,O000610,Mumbai,Standard,3,1,45.24,On Time,09-01-24
D000611,O000611,Mumbai,Standard,5,6,55.88,Late,31-08-24
D000612,O000612,Bengaluru,Standard,7,3,255.83,On Time,11-02-25
D000613,O000613,Delhi NCR,Standard,3,4,262.92,Late,07-06-25
D000614,O000614,Hyderabad,Standard,5,4,262.78,On Time,25-04-24
D000615,O000615,Mumbai,Standard,5,5,51.1,On Time,01-12-24
D000616,O000616,Bengaluru,Standard,5,4,88.79,On Time,20-02-24
D000617,O000617,Bengaluru,Standard,5,3,52.5,On Time,29-04-25
D000618,O000618,Delhi NCR,Standard,5,4,180.42,On Time,06-01-25
D000619,O000619,Hyderabad,Standard,7,8,180.56,Late,15-03-24
D000620,O000620,Bengaluru,Standard,5,3,66.1,On Time,12-12-25
D000621,O000621,Mumbai,Standard,5,3,183.2,On Time,12-01-25
D000622,O000622,Mumbai,Express,5,3,174.57,Late,19-11-24
D000623,O000623,Bengaluru,Standard,7,5,35.79,On Time,06-01-25
D000624,O000624,Delhi NCR,Express,7,4,186.09,On Time,09-03-24
D000625,O000625,Kolkata,Standard,5,5,137.02,On Time,30-04-24
D000626,O000626,Bengaluru,Standard,5,7,274.45,Late,26-09-24
D000627,O000627,Bengaluru,Standard,7,5,221.49,On Time,29-12-25
D000628,O000628,Mumbai,Standard,5,2,216.01,On Time,30-03-24
D000629,O000629,Hyderabad,Standard,7,3,155.04,On Time,11-12-24
D000630,O000630,Mumbai,Express,5,5,244.52,On Time,14-09-24
D000631,O000631,Mumbai,Standard,7,4,245.29,On Time,27-12-24
D000632,O000632,Hyderabad,Standard,3,8,52.03,Late,10-07-25
D000633,O000633,Delhi NCR,Standard,7,4,171.31,On Time,10-11-24
D000634,O000634,Bengaluru,Standard,7,4,75,On Time,01-11-24
D000635,O000635,Hyderabad,Express,5,6,89.61,Late,28-01-24
D000636,O000636,Kolkata,Standard,3,7,205.13,Late,31-01-24
D000637,O000637,Kolkata,Express,7,7,149.15,On Time,25-10-25
D000638,O000638,Delhi NCR,Express,5,8,54.98,Late,07-11-25
D000639,O000639,Bengaluru,Standard,5,6,77.72,Late,15-09-24
D000640,O000640,Mumbai,Standard,5,6,207,Late,11-07-25
D000641,O000641,Delhi NCR,Standard,7,4,42.62,On Time,09-03-25
D000642,O000642,Bengaluru,Standard,5,6,124.7,Late,18-08-25
D000643,O000643,Bengaluru,Express,5,4,173.11,On Time,12-08-25
D000644,O000644,Mumbai,Standard,5,3,50.9,On Time,26-11-24
D000645,O000645,Bengaluru,Standard,7,3,238.38,On Time,22-12-25
D000646,O000646,Bengaluru,Standard,5,5,168.48,On Time,17-05-25
D000647,O000647,Delhi NCR,Express,5,3,189.39,On Time,01-07-24
D000648,O000648,Delhi NCR,Standard,5,6,49.98,Late,02-10-24
D000649,O000649,Mumbai,Standard,5,5,236.69,On Time,01-09-25
D000650,O000650,Delhi NCR,Standard,7,4,233.21,On Time,26-02-24
D000651,O000651,Bengaluru,Express,5,4,208.77,On Time,12-11-25
D000652,O000652,Mumbai,Standard,3,5,160.94,Late,08-11-25
D000653,O000653,Delhi NCR,Standard,5,8,50.3,Late,09-05-25
D000654,O000654,Mumbai,Standard,3,6,105.73,Late,07-07-25
D000655,O000655,Hyderabad,Standard,7,2,140.4,On Time,18-06-24
D000656,O000656,Mumbai,Standard,7,10,147.68,Late,20-02-25
D000657,O000657,Delhi NCR,Standard,5,7,263.26,Late,22-08-25
D000658,O000658,Mumbai,Standard,5,4,81.96,On Time,06-11-24
D000659,O000659,Mumbai,Standard,3,4,142.29,Late,12-04-25
D000660,O000660,Delhi NCR,Standard,7,4,198.72,On Time,26-02-24
D000661,O000661,Mumbai,Standard,5,3,195.75,On Time,06-11-25
D000662,O000662,Bengaluru,Standard,5,2,106.01,On Time,22-03-25
D000663,O000663,Hyderabad,Standard,7,5,221.46,On Time,01-12-24
D000664,O000664,Delhi NCR,Express,3,4,133.19,Late,22-02-24
D000665,O000665,Delhi NCR,Express,5,2,75.22,On Time,09-08-25
D000666,O000666,Bengaluru,Standard,5,5,43.93,On Time,27-08-24
D000667,O000667,Kolkata,Standard,5,5,279.51,On Time,30-03-25
D000668,O000668,Hyderabad,Standard,5,6,133.14,Late,21-07-24
D000669,O000669,Kolkata,Standard,7,4,104.25,On Time,06-12-24
D000670,O000670,Bengaluru,Express,7,7,200.19,On Time,23-01-25
D000671,O000671,Delhi NCR,Standard,3,5,160.29,Late,16-04-25
D000672,O000672,Bengaluru,Standard,5,6,100.3,Late,30-05-24
D000673,O000673,Mumbai,Standard,3,2,65.88,On Time,25-11-24
D000674,O000674,Delhi NCR,Standard,5,3,246.18,On Time,11-01-24
D000675,O000675,Bengaluru,Standard,3,6,209.56,Late,23-10-25
D000676,O000676,Bengaluru,Express,5,7,215.83,Late,08-07-25
D000677,O000677,Delhi NCR,Standard,5,7,145.32,Late,14-12-24
D000678,O000678,Delhi NCR,Standard,5,3,144.7,On Time,20-01-24
D000679,O000679,Bengaluru,Standard,5,8,105.25,Late,05-10-25
D000680,O000680,Mumbai,Standard,5,5,60.66,On Time,25-08-25
D000681,O000681,Kolkata,Standard,5,5,199.39,On Time,25-11-24
D000682,O000682,Mumbai,Standard,5,4,66.32,On Time,14-10-25
D000683,O000683,Mumbai,Express,5,8,38.8,Late,12-06-24
D000684,O000684,Delhi NCR,Express,3,8,147.45,Late,14-09-24
D000685,O000685,Kolkata,Standard,5,6,274.96,Late,04-09-25
D000686,O000686,Mumbai,Express,5,6,64.48,Late,29-05-24
D000687,O000687,Delhi NCR,Standard,5,6,74.73,Late,15-09-24
D000688,O000688,Delhi NCR,Express,5,1,158.65,On Time,11-06-25
D000689,O000689,Hyderabad,Standard,5,8,158,Late,29-09-24
D000690,O000690,Mumbai,Standard,3,9,231.86,Late,10-04-25
D000691,O000691,Hyderabad,Standard,7,5,214.33,On Time,03-04-24
D000692,O000692,Mumbai,Standard,5,5,42.67,On Time,16-04-24
D000693,O000693,Delhi NCR,Standard,5,4,52.93,On Time,31-07-25
D000694,O000694,Delhi NCR,Standard,7,4,72.56,On Time,06-06-25
D000695,O000695,Delhi NCR,Standard,3,6,202.57,Late,01-09-24
D000696,O000696,Hyderabad,Standard,5,7,191.1,Late,10-07-24
D000697,O000697,Bengaluru,Standard,5,9,144.13,Late,23-10-25
D000698,O000698,Delhi NCR,Standard,3,7,205.96,Late,15-05-25
D000699,O000699,Hyderabad,Standard,3,3,70.88,On Time,16-06-24
D000700,O000700,Hyderabad,Standard,5,1,160.55,On Time,09-04-25
D000701,O000701,Hyderabad,Standard,5,5,261.31,On Time,19-06-24
D000702,O000702,Delhi NCR,Standard,5,1,104.43,On Time,31-12-24
D000703,O000703,Delhi NCR,Standard,5,5,84.17,On Time,07-02-25
D000704,O000704,Bengaluru,Express,3,7,251.78,Late,03-11-24
D000705,O000705,Mumbai,Standard,5,6,177.78,Late,26-12-24
D000706,O000706,Delhi NCR,Express,7,6,42.74,On Time,26-06-24
D000707,O000707,Delhi NCR,Standard,7,7,152.41,On Time,03-03-24
D000708,O000708,Bengaluru,Standard,7,4,159.98,On Time,31-07-25
D000709,O000709,Kolkata,Standard,3,5,69.87,Late,01-12-24
D000710,O000710,Mumbai,Standard,7,3,104.26,On Time,30-08-24
D000711,O000711,Kolkata,Standard,5,5,51.43,On Time,23-10-25
D000712,O000712,Kolkata,Standard,5,4,112.52,On Time,23-03-24
D000713,O000713,Bengaluru,Standard,7,4,107.23,On Time,29-10-25
D000714,O000714,Delhi NCR,Standard,7,2,114.02,On Time,10-07-25
D000715,O000715,Bengaluru,Standard,3,3,54.01,On Time,20-11-25
D000716,O000716,Hyderabad,Standard,3,5,141.86,Late,12-07-25
D000717,O000717,Kolkata,Standard,5,4,110.04,On Time,11-07-25
D000718,O000718,Kolkata,Standard,5,4,160.42,On Time,30-06-24
D000719,O000719,Mumbai,Standard,5,8,270.73,Late,17-11-24
D000720,O000720,Hyderabad,Standard,7,4,66.35,On Time,18-12-25
D000721,O000721,Delhi NCR,Standard,5,4,108.68,On Time,01-05-25
D000722,O000722,Delhi NCR,Standard,3,2,266.35,On Time,29-02-24
D000723,O000723,Hyderabad,Standard,5,2,51.19,On Time,31-08-24
D000724,O000724,Kolkata,Standard,5,6,135.36,Late,25-12-24
D000725,O000725,Delhi NCR,Standard,3,5,217.98,Late,30-09-24
D000726,O000726,Mumbai,Standard,5,8,106.27,Late,08-06-24
D000727,O000727,Delhi NCR,Standard,5,4,271.67,On Time,22-10-25
D000728,O000728,Bengaluru,Standard,5,2,191.33,On Time,13-03-24
D000729,O000729,Kolkata,Standard,5,5,38.53,On Time,23-07-25
D000730,O000730,Bengaluru,Standard,3,4,238.47,Late,18-12-25
D000731,O000731,Mumbai,Express,5,6,262.32,Late,20-01-24
D000732,O000732,Bengaluru,Standard,5,3,104.95,On Time,18-02-25
D000733,O000733,Bengaluru,Express,5,8,181.44,Late,03-07-25
D000734,O000734,Kolkata,Standard,3,2,137,On Time,24-06-24
D000735,O000735,Kolkata,Express,5,7,268.66,Late,10-05-25
D000736,O000736,Kolkata,Standard,7,1,247.94,On Time,06-12-24
D000737,O000737,Mumbai,Standard,5,8,255.01,Late,23-07-24
D000738,O000738,Bengaluru,Standard,5,2,184.3,On Time,07-03-25
D000739,O000739,Bengaluru,Standard,3,3,111.69,On Time,12-05-24
D000740,O000740,Hyderabad,Standard,7,7,90.54,On Time,29-06-25
D000741,O000741,Mumbai,Express,5,7,220.06,Late,15-04-24
D000742,O000742,Hyderabad,Standard,7,7,276.69,On Time,18-04-25
D000743,O000743,Delhi NCR,Standard,5,4,275.34,On Time,22-08-24
